job_id,arrive_time,model_size,batch_size,dataset_size,epochs,uses_gpu,true_runtime
1700,4649,321,27,70722,30,0,4277.893597451116
1701,4649,755,128,66514,50,0,3681.1235801322173
1702,4649,769,47,93963,8,0,1183.7658549047628
1703,4679,588,26,76334,8,1,774.8479079175291
1704,4690,56,22,41060,23,0,1267.8848698082988
1705,4696,333,66,73680,31,0,2733.1479064515916
1706,4704,451,83,64587,27,0,2008.9513462470543
1707,4704,537,104,39700,11,0,381.3639152389718
1708,4704,798,47,90925,31,1,2514.692227071667
1709,4705,752,43,34500,48,1,1861.7918831123463
1710,4705,1102,116,72653,42,1,2200.667589546361
1711,4705,499,20,62931,14,0,1844.656280139357
1712,4705,385,58,13667,22,0,509.2043503973328
1713,4706,183,89,10733,32,0,395.7429308284013
1714,4706,334,8,57001,49,0,6296.500490932064
1715,4732,384,113,14425,3,0,51.13840251230724
1716,4732,701,104,94316,12,0,1086.525651473425
1717,4732,339,87,93132,16,0,1671.6968986805343
1718,4732,564,120,38458,13,0,494.6946387681692
1719,4732,663,104,82030,38,0,2797.8113816296227
1720,4732,92,126,59846,17,0,794.9133760378778
1721,4733,212,65,8676,9,0,117.07046395258435
1722,4733,395,63,35717,20,0,906.6725661737909
1723,4733,364,65,20277,21,0,531.4309811613583
1724,4733,751,41,37792,39,0,2590.197671922692
1725,4733,674,57,9948,10,0,241.31452159040126
1726,4733,466,9,31823,33,0,2255.249240216036
1727,4733,506,120,19027,23,0,500.9207765301206
1728,4733,92,106,62372,36,0,1851.4308677808576
1729,4736,712,15,26038,46,1,1965.9850612862151
1730,4736,1045,10,21254,11,1,487.19677081089253
1731,4737,490,18,20819,47,0,2489.8914149002076
1732,4737,682,110,58246,5,1,190.11353458408507
1733,4737,597,53,90673,42,0,5608.291438912174
1734,4737,535,75,11555,40,0,907.811648526125
1735,4737,743,51,6458,12,0,261.6679787639898
1736,4738,305,86,41172,14,0,517.0838822986716
1737,4738,734,128,28076,37,0,974.3547725718829
1738,4738,234,115,96485,11,0,920.3378294780516
1739,4738,683,61,63337,4,0,350.35508081856796
1740,4738,571,123,86025,29,0,2410.678993760626
1741,4753,84,87,31952,35,0,995.6778576305168
1742,4769,736,102,59464,29,0,1842.923638625594
1743,4785,387,108,21505,12,0,233.63210434301206
1744,4785,601,89,86362,26,0,2425.7889044232447
1745,4785,567,5,32557,42,0,3049.8562471318965
1746,4785,1144,35,2593,47,1,954.2314862825872
1747,4785,354,63,60402,38,0,3374.4532481285996
1748,4785,1229,11,82235,47,1,5915.870334333132
1749,4785,668,85,66644,40,0,3381.9391876026602
1750,4785,632,63,21702,5,0,189.0245526802778
1751,4785,302,18,65895,3,0,373.1941499357718
1752,4786,1242,49,15678,30,1,905.7445768189789
1753,4786,227,76,76790,15,0,1338.8667954330995
1754,4786,996,124,33064,46,1,969.5831000964045
1755,4786,453,122,30482,50,0,1332.548143439523
1756,4786,598,71,19091,28,1,530.6446134159876
1757,4786,157,73,53889,41,0,3015.5957882791668
1758,4786,660,26,25626,10,0,606.4666399034336
1759,4786,348,86,68813,50,0,3870.002684629568
1760,4786,1067,91,97283,8,1,561.3285756738627
1761,4786,1342,64,93163,12,1,1165.7833484850094
1762,4787,192,31,9517,42,0,730.6565468457685
1763,4787,1493,18,7839,34,1,1124.2300506664867
1764,4801,321,72,41813,38,0,1858.0670193515048
1765,4801,82,24,47622,16,0,1148.969395372627
1766,4801,709,7,31044,43,0,4047.712021782409
1767,4802,478,9,57675,43,0,6144.808438849721
1768,4802,491,25,65630,14,0,1792.6623400397907
1769,4803,1004,114,49338,29,1,894.5932575592925
1770,4851,470,84,56662,29,0,2405.225621722848
1771,4853,569,36,21617,41,1,1059.482328747699
1772,4856,695,114,84458,31,1,1467.3701125613559
1773,4857,615,12,87462,20,0,3900.9327918212157
1774,4864,477,24,19223,37,0,1521.736519687753
1775,4865,290,12,99147,19,0,3741.077766368296
1776,4865,735,114,40742,28,1,623.3160138991493
1777,4865,1201,9,5086,45,1,1189.4736943901296
1778,4866,257,48,56653,17,0,1265.1796096872674
1779,4866,711,68,31024,45,0,1910.830974999843
1780,4866,704,32,11052,48,1,841.2849521127599
1781,4866,254,4,69130,21,0,2821.367243045426
1782,4902,172,75,16584,30,0,514.0875943029918
1783,4916,52,52,17403,47,0,797.556310894536
1784,4916,122,52,45057,46,0,2439.4416585899053
1785,4917,1258,78,20812,12,1,279.17194141401416
1786,4917,823,11,72707,39,1,4450.984470657806
1787,4917,1407,29,29853,1,1,50.882459267085984
1788,4917,557,111,95096,17,0,1513.5266058177156
1789,4917,181,76,14746,48,0,826.297311279515
1790,4917,929,57,70505,45,1,2861.304670236855
1791,4917,1259,102,27890,45,1,1054.0694792955635
1792,4918,1076,80,53258,36,1,1546.3349159444806
1793,4918,923,50,12374,22,1,482.2280683997016
1794,4918,461,29,13636,19,0,549.4451417703345
1795,4918,458,62,86208,48,0,5460.73916861058
1796,4918,753,67,85858,37,1,2896.2378022088365
1797,4918,647,33,59597,2,0,234.841311901003
1798,4918,870,90,61469,23,1,1028.8063413304255
1799,4918,105,90,60463,34,0,2203.138562584487
1800,4918,720,26,38743,1,0,61.49839736995524
1801,4918,827,73,53835,1,1,48.097121587409184
1802,4925,646,75,18762,9,0,283.7141739875544
1803,4936,678,33,52389,50,1,2638.8681001885907
1804,4936,1138,94,72541,29,1,1654.5310275993372
1805,4936,169,93,84830,17,0,1461.5867539433773
1806,4937,331,79,31849,33,0,1157.8819612089526
1807,4937,819,20,72958,47,1,4964.837901575276
1808,4937,870,24,93953,36,1,4457.370278380897
1809,4937,692,61,19960,11,0,350.6707708700291
1810,4937,1428,103,35898,27,1,818.3688838540666
1811,4937,374,67,89915,21,0,2228.7039641191504
1812,4937,793,116,13504,44,0,866.282274813874
1813,4938,1181,69,45640,2,1,78.35436244755591
1814,4938,646,12,68819,5,0,840.1070887798425
1815,4989,649,20,98179,10,0,2274.52302888196
1816,4999,401,103,49342,9,0,403.72428343314823
1817,5016,545,44,88187,14,0,2020.5306932870928
1818,5029,294,62,52687,50,0,3483.209647108608
1819,5047,226,117,15354,17,0,252.43455897456744
1820,5048,443,123,26297,36,0,776.4951013018185
1821,5049,573,34,74750,36,0,4657.68383104838
1822,5050,165,65,74547,36,0,3957.0529297083585
1823,5063,641,48,21707,26,0,957.6621997910436
1824,5071,415,64,9731,2,0,34.85549268022759
1825,5071,627,47,11770,39,1,645.2651605259884
1826,5071,296,128,19153,17,0,319.93688845333673
1827,5071,621,41,45073,28,0,2085.191499823922
1828,5072,254,1,45358,4,0,423.991916724678
1829,5072,459,16,61125,4,0,555.8284993566926
1830,5072,328,44,9166,24,0,390.65820500381784
1831,5072,1211,62,54984,8,1,428.9545005779727
1832,5072,305,14,42999,26,0,2164.197756114124
1833,5073,457,4,74443,30,0,5333.3055552298865
1834,5073,889,40,72289,19,1,1579.0482979496921
1835,5073,1496,79,15057,17,1,390.6809173547845
1836,5073,175,3,27917,23,0,1328.4600325688868
1837,5110,524,40,33388,34,1,1103.5384916268613
1838,5110,734,87,79691,30,0,3343.151369123803
1839,5111,128,121,70843,15,0,959.7897733542073
1840,5111,396,25,46962,28,0,1995.7230724262317
1841,5112,358,48,16540,29,0,749.828522249802
1842,5112,769,41,33333,17,0,996.8714793191983
1843,5158,1454,36,89308,37,1,4151.281396196181
1844,5161,207,36,89209,45,0,6339.40916663457
1845,5172,1027,103,23307,34,1,628.2610081952605
1846,5177,423,61,11118,24,0,462.59282925846486
1847,5182,796,27,71007,16,0,2326.442954313243
1848,5186,1469,40,42460,25,1,1318.0053557850013
1849,5198,675,124,96562,29,0,2774.215336813418
1850,5200,730,34,77317,49,0,6652.842145059259
1851,5215,306,4,32285,40,0,2718.2758801692185
1852,5215,457,47,56980,27,0,1792.7711277278831
1853,5215,162,36,36497,17,0,919.9007352763787
1854,5216,168,97,51430,36,0,1900.3644235123018
1855,5216,578,94,53708,27,1,1018.2174771843945
1856,5217,475,30,21690,16,0,733.9308144957846
1857,5217,503,1,74748,39,0,6748.244527403405
1858,5217,440,107,72137,29,0,2015.0522553936526
1859,5217,1264,56,49633,16,1,797.9083255968176
1860,5217,1159,61,27328,1,1,35.35856593450195
1861,5227,697,120,38640,7,0,261.63267262871426
1862,5227,357,4,29824,15,0,1038.6041422903802
1863,5227,206,75,14678,4,0,69.33236506130183
1864,5227,674,120,8300,22,0,309.1896470776652
1865,5227,783,58,61881,33,0,3400.671674991125
1866,5227,526,1,73844,41,0,9245.763781895985
1867,5227,478,84,60759,39,0,2944.68895000833
1868,5227,1052,40,79665,29,1,2738.4027034761807
1869,5227,707,41,83844,9,0,1359.7388450724745
1870,5227,736,9,66260,10,0,1849.3006035028434
1871,5228,429,53,82959,13,0,1633.253732068538
1872,5228,1102,11,57241,31,1,3174.6223795324363
1873,5228,896,63,23620,44,1,1139.6325612841736
1874,5228,162,29,30047,31,0,1509.6176789823805
1875,5228,1336,19,67102,23,1,2471.5662202392164
1876,5228,293,39,34173,32,0,1710.4959577402994
1877,5228,613,24,10112,49,0,1602.7379706826086
1878,5326,604,109,80536,10,0,870.24500768511
1879,5329,1438,125,87226,33,1,1793.0826930542462
1880,5348,1190,27,42565,21,1,1081.0753819565398
1881,5354,124,5,33359,1,0,67.36062869353954
1882,5355,262,85,67804,33,0,2265.6748106173263
1883,5378,257,25,3221,27,0,314.31805159306055
1884,5381,460,97,16526,10,0,208.0458361561159
1885,5385,512,96,27033,7,0,220.4037647233343
1886,5388,333,116,80974,9,0,599.2455858705308
1887,5389,743,44,73538,26,0,2978.5711297949642
1888,5389,786,91,33382,16,1,388.27591868026366
1889,5389,389,127,43174,47,0,1461.746197887111
1890,5389,468,13,92668,17,0,3157.741657168665
1891,5389,258,4,16512,47,0,1915.4145934925439
1892,5389,592,22,74343,48,1,4802.758076364444
1893,5389,723,51,97016,22,1,1914.9289937628419
1894,5389,480,97,1914,37,0,337.5775498370203
1895,5389,247,6,97565,30,0,6445.091646023763
1896,5389,1490,126,14519,23,1,394.6462153462565
1897,5390,666,72,21087,6,0,187.13932184664895
1898,5400,558,75,78174,33,1,1822.3568657918506
1899,5400,1460,14,96997,10,1,1484.040511387432
1900,5400,123,97,62902,10,0,584.252232594012
1901,5400,648,78,30980,9,0,361.7284505188688
1902,5400,52,102,17225,23,0,339.4226233602098
1903,5400,536,88,70129,18,0,1627.594565375294
1904,5401,125,8,48437,33,0,2711.022064887589
1905,5401,128,51,98479,46,0,5478.197090360042
1906,5401,1143,1,4330,17,1,517.7684859933106
1907,5401,1188,55,81760,7,1,532.58610336272
1908,5401,240,97,11130,7,0,79.5619683753321
1909,5401,1061,101,17172,31,1,574.1635764952149
1910,5402,93,105,38399,7,0,177.24429917732232
1911,5402,1362,21,96023,3,1,322.2745627804681
1912,5402,971,87,16821,21,1,416.90965074973144
1913,5414,525,125,74788,5,0,337.316938198548
1914,5415,536,56,91507,18,1,1412.6181811202096
1915,5415,104,73,13197,30,0,445.315932827102
1916,5415,772,115,20068,31,0,838.687637729682
1917,5416,700,116,6598,47,0,645.1392556249007
1918,5416,51,126,73506,36,0,2159.1304808743807
1919,5416,731,124,94560,11,0,812.0213894188726
1920,5416,320,23,79876,27,0,3831.5931594306026
1921,5429,436,75,79709,14,0,1371.2172908825962
1922,5429,525,111,52635,42,1,1510.2919680038938
1923,5429,181,61,39878,16,0,756.2616315619705
1924,5429,796,37,91416,25,0,4622.8156223236165
1925,5429,233,11,11730,26,0,689.0305646020618
1926,5430,801,39,77227,41,1,4036.479717233063
1927,5430,687,20,55191,44,0,5073.832857170846
1928,5430,601,102,89121,40,0,3422.9744317557174
1929,5430,346,124,53036,43,0,2165.576425257539
1930,5430,547,91,61709,36,0,2237.1959700847387
1931,5430,549,8,58766,45,0,7224.525668088381
1932,5430,455,21,28460,19,0,999.5871890340504
1933,5430,117,60,27021,46,0,1545.4835922382367
1934,5431,845,122,11724,36,1,447.9086127393571
1935,5431,738,95,56098,40,0,2752.646427665246
1936,5439,762,1,90665,41,0,9197.698651355258
1937,5452,180,63,63553,18,0,1413.7377006698332
1938,5465,1390,54,83269,39,1,3387.1611670968477
1939,5480,1436,3,29203,30,1,1844.8454842777883
1940,5480,622,89,4936,16,0,250.59114770649737
1941,5480,697,82,56439,11,1,489.3303494946156
1942,5480,272,2,93525,9,0,2059.70907634702
1943,5480,552,16,52710,43,0,5098.967553802922
1944,5481,670,71,21127,39,0,1180.5307668068283
1945,5481,424,63,86288,9,0,1041.6328905937878
1946,5481,788,83,91686,43,1,2916.9582979299
1947,5481,305,26,16452,18,0,537.5193292377586
1948,5481,359,40,11935,5,0,124.08396370828477
1949,5481,161,48,84226,3,0,365.69160411385815
1950,5481,364,81,32040,37,0,1220.5495704857929
1951,5481,94,127,8160,29,0,189.6899932634875
1952,5481,308,16,57117,42,0,4968.393909069934
1953,5481,671,1,23339,22,0,1475.4065062159746
1954,5504,224,109,81672,9,0,657.4688050881055
1955,5504,721,20,27912,38,0,2408.4534480853245
1956,5504,1369,34,38479,4,1,186.0051973669827
1957,5504,768,9,70393,7,1,756.1639320385256
1958,5504,131,63,48066,42,0,2257.201443064134
1959,5504,986,123,40070,23,1,484.66797520033253
1960,5504,542,74,57491,3,1,141.6906919911322
1961,5504,964,73,8326,22,1,404.78549489996135
1962,5505,391,113,54629,12,0,628.192037284632
1963,5505,275,72,44934,27,0,1262.2956094580622
1964,5505,751,30,28349,24,0,1378.738172144483
1965,5505,479,16,73217,37,0,4986.509692361822
1966,5505,648,99,62467,2,1,86.52733173319157
1967,5505,866,10,3477,32,1,697.0892081150016
1968,5505,52,66,53740,50,0,3304.658787959089
1969,5505,947,58,65969,18,1,1037.182355306368
1970,5566,436,97,6845,5,0,60.46096708993474
1971,5584,697,121,78146,48,1,2456.486590819275
1972,5584,686,34,28711,45,1,1478.513086426382
1973,5584,617,114,91962,32,0,2940.0127193390895
1974,5584,478,107,60844,14,0,759.9086888392053
1975,5584,591,15,67597,30,0,3933.3683543490215
1976,5585,586,8,66581,23,0,3681.5817594439022
1977,5585,479,28,42410,31,0,2133.8226509272013
1978,5585,730,49,11408,28,0,805.9179008219725
1979,5586,590,36,10164,34,0,944.7913690554608
1980,5586,1429,21,67890,23,1,2428.044223129257
1981,5708,729,82,5950,45,1,314.22405773457774
1982,5716,249,7,96243,45,0,11119.110547249265
1983,5716,326,103,40627,13,0,441.5101104939759
1984,5729,502,124,38882,36,0,1258.1087005197248
1985,5729,510,56,53244,15,0,1237.9640310032232
1986,5731,1441,3,41941,39,1,3547.8953680627696
1987,5731,89,33,27255,24,0,831.733889283547
1988,5731,954,79,34311,12,1,302.63331281462536
1989,5732,120,53,45255,31,0,1594.670853897141
1990,5732,797,67,91887,29,0,3755.3261754294103
1991,5732,379,55,36841,33,0,1734.8819072256042
1992,5732,422,67,44760,11,0,525.4121119360248
1993,5733,571,11,93393,44,0,9034.146373586378
1994,5733,536,29,32826,18,0,1212.7499729134217
1995,5733,723,1,54727,4,0,619.08954773831
1996,5733,1055,70,70992,7,1,445.825981193169
1997,5734,134,41,61521,44,0,3644.828180419412
1998,5736,537,22,1642,41,0,780.3479002064182
1999,5736,575,125,23298,36,0,772.9388105366962
2000,5738,279,126,8702,30,0,315.18686413658287
2001,5744,898,59,76220,1,1,69.66666263783267
2002,5746,879,41,1623,29,1,416.5465579594198
2003,5750,722,19,7019,16,0,548.8036400124037
2004,5766,533,119,25553,34,0,821.1086412830717
2005,5767,657,2,21152,36,1,1461.3012420789432
2006,5767,1321,49,61457,46,1,2640.610054737927
2007,5767,544,98,93420,29,0,3180.836616735155
2008,5767,298,86,30217,43,0,1244.5455527691693
2009,5768,79,4,84334,24,0,3999.044474250203
2010,5768,1056,78,66352,42,1,1868.505567834517
2011,5768,276,73,72942,48,0,4138.677972372779
2012,5850,166,52,93916,45,0,5562.851302446217
2013,5850,561,123,87364,10,0,799.3840258377239
2014,5850,320,106,44625,1,0,39.37658342340047
2015,5851,565,126,23318,38,0,921.5696121380427
2016,5851,1025,106,36225,47,1,1208.7564540689161
2017,5851,324,49,82698,46,0,4835.395295765327
2018,5851,445,35,6205,36,0,660.3717188300957
2019,5851,347,25,46104,31,0,2636.088496373567
2020,5851,125,55,28180,32,0,1122.483510454942
2021,5851,313,22,75352,23,0,3175.628474080925
2022,5851,602,22,52305,19,0,2475.335953413881
2023,5851,520,86,87863,31,0,3600.4547497535236
2024,5851,450,19,65949,40,0,4826.07793555961
2025,5852,1342,39,10799,6,1,156.4759658945503
2026,5852,564,105,95071,38,0,3299.0637571405264
2027,5852,1230,11,53855,38,1,3760.085864424281
2028,5852,1478,127,31977,21,1,460.2615046898996
2029,5852,337,89,81768,50,0,4598.047413394886
2030,5857,1228,64,26105,10,1,361.6575388645065
2031,5858,492,20,56071,27,0,2801.2288666760323
2032,5858,137,128,73086,3,0,170.73685261416338
2033,5858,392,83,81505,5,0,489.6083506926811
2034,5859,246,1,45426,41,0,3645.976193689325
2035,5868,785,83,63004,10,0,841.785464589218
2036,5868,751,59,56626,39,0,3193.3989902673143
2037,5868,626,41,73797,14,0,1842.902656904684
2038,5869,567,37,13029,26,0,780.6633442776216
2039,5869,112,116,47612,5,0,169.49932105220975
2040,5869,492,74,1619,40,0,441.8166663361667
2041,5869,533,25,77226,43,0,7439.669144105128
2042,5869,713,39,40880,6,0,386.6289664464989
2043,5869,653,94,67311,7,0,542.2616812066304
2044,5869,640,50,58611,23,0,2234.015065183864
2045,5869,516,4,51210,21,0,3014.940256573095
2046,5869,337,8,2789,37,0,572.6917828522659
2047,5870,652,5,56626,46,0,8730.716805331904
2048,5870,1482,38,68815,44,1,3970.069226079352
2049,5870,790,102,4211,18,0,242.07555203971506
2050,5870,656,4,10857,28,1,694.3496187886686
2051,5886,623,64,78312,40,0,4016.144585989959
2052,5890,319,88,23050,6,0,133.645128515553
2053,5892,527,23,27599,43,1,1433.9197855834998
2054,5893,1350,41,30123,48,1,1808.4521036762624
2055,5894,1470,60,20347,48,1,1581.9456898454478
2056,5894,498,16,22687,48,0,2744.922637912947
2057,5894,599,55,66852,30,0,3019.021165770273
2058,5894,299,105,14024,23,0,346.69522990226847
2059,5912,783,1,14268,35,0,2061.9800569285476
2060,5926,348,77,44883,3,0,134.22383973990162
2061,5930,1044,91,71710,33,1,2072.66597186143
2062,5931,534,37,19284,12,0,520.8147730485694
2063,5932,388,18,48968,29,0,2723.179381213306
2064,5977,626,64,16833,39,1,597.8672574579884
2065,6001,267,115,57372,48,0,2581.3684983240923
2066,6005,259,44,36828,21,0,1252.0448970820617
2067,6005,1346,60,63801,45,1,3023.683260889749
2068,6005,1243,101,92545,17,1,1137.745928125832
2069,6005,687,78,57219,11,0,875.6543950009649
2070,6005,294,107,10891,46,0,642.2267770940166
2071,6005,314,13,62789,32,0,4547.042564876306
2072,6005,249,68,38987,23,0,1037.3256036459047
2073,6005,1404,5,18327,19,1,943.873599294379
2074,6005,170,63,31411,43,0,1577.240446023514
2075,6005,187,48,85139,20,0,2571.879349699444
2076,6006,1137,128,57662,28,1,1247.151003002497
2077,6006,146,80,45153,18,0,851.965956615423
2078,6006,355,3,56205,6,0,815.123056583879
2079,6006,300,20,82430,25,0,4027.2082126503374
2080,6006,860,47,37422,38,1,1366.830633402682
2081,6006,781,40,50088,34,0,3352.041559214726
2082,6006,526,85,45322,4,0,180.51056735084666
2083,6006,254,42,86917,40,0,5729.006422266265
2084,6006,331,38,15513,4,0,128.061358102256
2085,6027,665,89,90816,24,0,2526.132955238312
2086,6046,606,22,43152,37,0,3263.1826736182365
2087,6050,319,39,85095,13,0,1938.3959123839813
2088,6054,338,18,71348,15,0,2308.1399659203203
2089,6057,52,36,87364,38,0,4933.495558238668
2090,6074,76,3,70703,16,0,2681.863525557448
2091,6087,644,44,62521,47,0,5423.031210188335
2092,6087,126,59,55862,43,0,2924.058243173169
2093,6088,595,89,19865,6,0,127.65918895327503
2094,6088,536,36,30238,20,0,970.7865328497338
2095,6088,293,80,49463,47,0,2549.459787298321
2096,6088,660,88,8637,36,0,608.8406615789651
2097,6089,1227,15,78836,16,1,2007.6558551497062
2098,6109,299,101,44057,34,0,1428.4394135119642
2099,6123,503,119,69273,34,0,2254.0357514647403
2100,6123,396,58,87170,29,0,3453.2231489857845
2101,6123,290,43,27925,3,0,122.84641725005037
2102,6123,649,44,72394,2,0,261.5414601809235
2103,6123,480,111,98860,21,0,1879.5629352133105
2104,6123,314,97,98876,16,0,1593.1846386885622
2105,6123,205,81,87784,5,0,549.0415428128886
2106,6123,251,29,29161,20,0,978.2809839288171
2107,6123,697,48,62154,16,0,1497.6201938038398
2108,6124,84,32,1282,50,0,170.87113427435892
2109,6124,213,47,30903,14,0,562.7751076709259
2110,6124,637,33,64099,36,0,4436.270021981984
2111,6124,1387,73,52204,2,1,108.57266420193741
2112,6124,658,66,14820,22,0,683.3895040906302
2113,6124,511,121,38039,15,1,313.691771506603
2114,6124,508,37,56944,15,0,1565.0897799545617
2115,6170,647,122,85249,18,0,1674.0676878524457
2116,6170,441,57,6664,48,0,784.2258135418411
2117,6171,329,105,50305,48,0,2551.533507474917
2118,6171,782,78,81889,5,0,549.9702344275884
2119,6171,248,65,94518,5,0,598.0950600808147
2120,6171,131,28,79306,22,0,2765.625628099826
2121,6171,912,85,11678,46,1,756.6451298277439
2122,6171,530,48,67963,38,0,3479.2925251768274
2123,6171,1045,35,98845,16,1,1636.520241407694
2124,6188,100,38,71404,24,0,2842.8303737773017
2125,6197,488,9,94107,34,0,7810.362518506891
2126,6203,197,93,66310,49,0,3119.605823051773
2127,6211,629,45,90230,30,1,2522.507864451761
2128,6221,1024,112,98544,12,1,814.2975810212607
2129,6228,55,10,38973,48,0,2897.811629487176
2130,6252,791,4,53158,31,1,2898.694958325748
2131,6276,978,122,56859,49,1,1794.6459069039158
2132,6303,219,63,13335,22,0,386.26067918029565
2133,6317,362,4,14337,5,0,194.5434601544622
2134,6317,411,74,46573,22,0,1159.6327917695041
2135,6317,116,18,73093,33,0,4606.269996957088
2136,6317,1202,38,5444,1,1,22.23535059133599
2137,6317,161,45,50860,25,0,2052.2164979945073
2138,6318,525,116,43125,38,0,1472.1604554304806
2139,6319,912,68,55138,4,1,224.58927480985668
2140,6319,1244,118,43893,20,1,512.9394499786313
2141,6319,1048,84,36221,34,1,1114.8913703534956
2142,6319,746,24,20836,1,0,45.988990758735625
2143,6324,829,110,71478,35,1,1755.9790682809366
2144,6324,748,107,51440,44,0,2667.734595200351
2145,6324,960,104,88078,32,1,2185.8336485354025
2146,6324,207,44,95481,49,0,8226.349806959137
2147,6324,1465,127,12333,8,1,155.5407038372271
2148,6324,275,94,74503,40,0,2714.851862898594
2149,6325,231,128,22367,36,0,640.6589242867307
2150,6325,463,87,13166,6,0,113.63506373734911
2151,6325,523,104,61408,38,0,2377.519710226347
2152,6325,696,58,18687,12,0,465.57072833939867
2153,6325,99,62,28521,10,0,276.64834240182023
2154,6325,761,79,59214,45,0,3641.0097727309076
2155,6325,52,33,56976,8,0,745.2585629638819
2156,6325,1201,79,11859,1,1,19.413000431434565
2157,6325,786,60,28368,45,1,1274.5624468171382
2158,6325,514,74,20782,43,0,1219.2195210666605
2159,6325,822,106,29777,5,1,100.61431035999348
2160,6325,241,66,43300,17,0,851.7965759855836
2161,6326,1265,58,47815,30,1,1352.6686197590873
2162,6326,65,112,30862,45,0,1077.1961925219973
2163,6326,511,23,48255,21,0,1879.4843778084985
2164,6329,1440,66,66579,44,1,3398.8752427539184
2165,6329,723,42,57383,9,0,1086.2798367896148
2166,6329,347,39,42797,12,0,836.2702565022252
2167,6330,659,71,28620,8,0,320.5002665693021
2168,6330,329,11,72229,29,0,4616.81225878258
2169,6330,627,17,66918,39,0,5618.721971485514
2170,6330,208,122,23853,23,0,405.439591682488
2171,6376,147,105,77641,22,0,1606.521349777881
2172,6390,612,58,84545,29,0,2879.193602518109
2173,6390,777,85,57408,9,0,634.5678299890689
2174,6409,579,102,4514,30,0,381.5263184362704
2175,6411,574,45,28911,4,0,185.32882828347942
2176,6420,457,45,76111,6,0,581.8942363251213
2177,6422,102,59,74346,30,0,2847.6716617923316
2178,6422,1188,67,40775,10,1,361.0522654375015
2179,6422,1402,2,44168,50,1,4317.448405472177
2180,6422,826,124,12752,10,1,118.50972815520475
2181,6422,587,25,56161,26,0,3339.9824524533474
2182,6423,734,78,81504,2,0,188.2135932058047
2183,6423,1185,14,46506,28,1,2035.0121055733298
2184,6423,302,121,62278,2,0,105.36642613461053
2185,6423,709,87,13503,9,0,206.48712486619033
2186,6423,50,63,72842,21,0,1763.698352336636
2187,6423,302,101,28049,14,0,360.09209433106747
2188,6423,414,56,6677,48,0,728.7061606765507
2189,6423,366,30,25095,43,0,1796.5176215404365
2190,6423,615,97,55596,6,0,344.4611803488937
2191,6423,564,87,56248,15,0,1026.2968907735685
2192,6423,707,33,34858,4,0,236.78093644816974
2193,6423,170,6,39582,6,0,495.1698740704103
2194,6423,704,78,48993,43,0,2540.8446227518625
2195,6423,347,98,74595,11,0,933.0202857315165
2196,6423,143,5,91442,1,0,226.38562740189295
2197,6423,732,116,27442,15,1,278.0630629833894
2198,6423,1136,103,53993,48,1,2423.3482042412643
2199,6424,279,49,32046,15,0,654.4775644937199
2200,6424,1276,4,10077,5,1,204.17573390563496
2201,6424,321,24,88398,15,0,2341.1014608272185
2202,6424,541,8,1171,40,0,856.1720995408608
2203,6424,208,110,45332,38,0,1545.1666789051862
2204,6424,515,2,13603,30,0,1462.4811312129941
2205,6424,1378,96,45089,29,1,1042.001998787649
2206,6424,88,94,57604,36,0,1818.3314813366187
2207,6424,762,102,36701,35,0,1033.9664073847407
2208,6424,1097,3,89494,25,1,3428.4876103901593
2209,6425,612,89,37076,10,0,396.0633617245149
2210,6438,116,115,45680,49,0,2017.299808660723
2211,6438,550,1,95898,21,0,5882.406054710104
2212,6438,574,99,50721,20,0,1043.4240182370888
2213,6438,499,92,22332,39,0,989.4010910830308
2214,6438,722,56,84884,32,0,3997.094716560461
2215,6438,659,64,95701,7,0,972.7603106070032
2216,6438,752,4,76016,24,1,3216.9426595086084
2217,6439,72,77,17164,30,0,457.8119719497746
2218,6439,936,100,9423,48,1,665.8370549616793
2219,6439,769,93,52882,38,1,1643.9301975365643
2220,6439,114,2,55270,44,0,5933.353426613501
2221,6439,186,9,24496,10,0,495.16448620789606
2222,6439,781,3,66753,42,0,7537.473344583915
2223,6439,830,112,13235,32,1,412.6821567161314
2224,6439,274,37,74487,30,0,3476.3446945321452
2225,6439,524,93,17497,50,0,1156.710885464441
2226,6440,111,76,52964,9,0,561.9552966630802
2227,6440,73,110,61496,46,0,2979.660920362874
2228,6440,1181,95,60285,11,1,572.4954435542576
2229,6440,1019,118,12228,48,1,708.6607600206148
2230,6455,151,110,91847,11,0,891.4181657277219
2231,6462,571,101,43335,41,0,2183.0647334774203
2232,6469,819,87,66952,45,1,2463.7048583599726
2233,6469,272,124,23582,33,0,633.4031747214893
2234,6469,152,109,70216,12,0,761.4693845042606
2235,6469,739,37,48322,2,0,162.11326335493376
2236,6469,1191,110,57847,48,1,2042.1746246628206
2237,6469,960,117,10943,30,1,443.0232274526375
2238,6469,1062,41,46480,38,1,1922.1559106665127
2239,6469,426,55,15474,33,0,1029.8487254764898
2240,6469,639,47,61189,27,0,2655.267323143004
2241,6469,522,79,10932,50,0,973.7357144290808
2242,6469,1191,15,71150,34,1,4032.9659868013136
2243,6470,498,104,96210,33,0,2899.7528504090396
2244,6470,483,85,59411,25,0,1562.0568480528707
2245,6470,276,70,13077,8,0,138.59615194909998
2246,6470,1220,109,57983,8,1,365.31674642038655
2247,6470,1023,11,46360,28,1,2284.442714497132
2248,6470,149,49,58097,31,0,2778.8531556459798
